id,name,type,province_id,province_name
"7472","Kota Baubau","Kota","74","Sulawesi Tenggara"
"7501","Kabupaten Boalemo","Lain","75","Gorontalo"
"7502","Kabupaten Gorontalo","Lain","75","Gorontalo"
"7503","Kabupaten Pohuwato","Lain","75","Gorontalo"
"7504","Kabupaten Bone Bolango","Lain","75","Gorontalo"
"7505","Kabupaten Gorontalo Utara","Lain","75","Gorontalo"
"7571","Kota Gorontalo","Kota","75","Gorontalo"
"7601","Kabupaten Majene","Lain","76","Sulawesi Barat"
"7602","Kabupaten Polewali Mandar","Lain","76","Sulawesi Barat"
"7603","Kabupaten Mamasa","Lain","76","Sulawesi Barat"
"7604","Kabupaten Mamuju","Lain","76","Sulawesi Barat"
"7605","Kabupaten Mamuju Utara","Lain","76","Sulawesi Barat"
"7606","Kabupaten Mamuju Tengah","Lain","76","Sulawesi Barat"
"8101","Kabupaten Maluku Tenggara Barat","Lain","81","Maluku"
"8102","Kabupaten Maluku Tenggara","Lain","81","Maluku"
"8103","Kabupaten Maluku Tengah","Lain","81","Maluku"
"8104","Kabupaten Buru","Lain","81","Maluku"
"8105","Kabupaten Kepulauan Aru","Lain","81","Maluku"
"8106","Kabupaten Seram Bagian Barat","Lain","81","Maluku"
"8107","Kabupaten Seram Bagian Timur","Lain","81","Maluku"
"8108","Kabupaten Maluku Barat Daya","Lain","81","Maluku"
"8109","Kabupaten Buru Selatan","Lain","81","Maluku"
"8171","Kota Ambon","Kota","81","Maluku"
"8172","Kota Tual","Kota","81","Maluku"
"8201","Kabupaten Halmahera Barat","Lain","82","Maluku Utara"
"8202","Kabupaten Halmahera Tengah","Lain","82","Maluku Utara"
"8203","Kabupaten Kepulauan Sula","Lain","82","Maluku Utara"
"8204","Kabupaten Halmahera Selatan","Lain","82","Maluku Utara"
"8205","Kabupaten Halmahera Utara","Lain","82","Maluku Utara"
"8206","Kabupaten Halmahera Timur","Lain","82","Maluku Utara"
"8207","Kabupaten Pulau Morotai","Lain","82","Maluku Utara"
"8208","Kabupaten Pulau Taliabu","Lain","82","Maluku Utara"
"8271","Kota Ternate","Kota","82","Maluku Utara"
"8272","Kota Tidore Kepulauan","Kota","82","Maluku Utara"
"9101","Kabupaten Fakfak","Lain","91","Papua Barat"
"9102","Kabupaten Kaimana","Lain","91","Papua Barat"
"9103","Kabupaten Teluk Wondama","Lain","91","Papua Barat"
"9104","Kabupaten Teluk Bintuni","Lain","91","Papua Barat"
"9105","Kabupaten Manokwari","Lain","91","Papua Barat"
"9106","Kabupaten Sorong Selatan","Lain","91","Papua Barat"
"9107","Kabupaten Sorong","Lain","91","Papua Barat"
"9108","Kabupaten Raja Ampat","Lain","91","Papua Barat"
"9109","Kabupaten Tambrauw","Lain","91","Papua Barat"
"9110","Kabupaten Maybrat","Lain","91","Papua Barat"
"9111","Kabupaten Manokwari Selatan","Lain","91","Papua Barat"
"9112","Kabupaten Pegunungan Arfak","Lain","91","Papua Barat"
"9171","Kota Sorong","Kota","91","Papua Barat"
"9401","Kabupaten Merauke","Lain","94","Papua"
"9402","Kabupaten Jayawijaya","Lain","94","Papua"
"9403","Kabupaten Jayapura","Lain","94","Papua"
"9404","Kabupaten Nabire","Lain","94","Papua"
"9408","Kabupaten Kepulauan Yapen","Lain","94","Papua"
"9409","Kabupaten Biak Numfor","Lain","94","Papua"
"9410","Kabupaten Paniai","Lain","94","Papua"
"9411","Kabupaten Puncak Jaya","Lain","94","Papua"
"9412","Kabupaten Mimika","Lain","94","Papua"
"9413","Kabupaten Boven Digoel","Lain","94","Papua"
"9414","Kabupaten Mappi","Lain","94","Papua"
"9415","Kabupaten Asmat","Lain","94","Papua"
"9416","Kabupaten Yahukimo","Lain","94","Papua"
"9417","Kabupaten Pegunungan Bintang","Lain","94","Papua"
"9418","Kabupaten Tolikara","Lain","94","Papua"
"9419","Kabupaten Sarmi","Lain","94","Papua"
"9420","Kabupaten Keerom","Lain","94","Papua"
"9426","Kabupaten Waropen","Lain","94","Papua"
"9427","Kabupaten Supiori","Lain","94","Papua"
"9428","Kabupaten Mamberamo Raya","Lain","94","Papua"
"9429","Kabupaten Nduga","Lain","94","Papua"
"9430","Kabupaten Lanny Jaya","Lain","94","Papua"
"9431","Kabupaten Mamberamo Tengah","Lain","94","Papua"
"9432","Kabupaten Yalimo","Lain","94","Papua"
"9433","Kabupaten Puncak","Lain","94","Papua"
"9434","Kabupaten Dogiyai","Lain","94","Papua"
"9435","Kabupaten Intan Jaya","Lain","94","Papua"
"9436","Kabupaten Deiyai","Lain","94","Papua"
"9471","Kota Jayapura","Kota","94","Papua"
